CardID,CustID,CustID old,Title,Country,Address,PostalCode,City,Mail,BirthDate,noAd,ValidityDate,Age,Dweller
40606096099,1659041581499,1647110267399,Female,Germany,"Postfach 378, 1466 Lacus.  Avenue",26941,Hamburg,non.massa@acorci.net,1963-10-29,,2016-05-01,54.0,City
65801188599,1661112494199,1690052387799,Male,United Kingdom,"Postfach 467, 5967 Taciti  St.",D7 2SS,Cumbernauld,eu.turpis.Nulla@aliquameros.ca,1954-07-01,,2014-09-13,64.0,Rural
28342384899,1661112494199,1690052387799,Male,United Kingdom,"Postfach 467, 5967 Taciti  St.",D7 2SS,Cumbernauld,eu.turpis.Nulla@aliquameros.ca,1954-07-01,,2014-09-13,64.0,Rural
91902775799,1663011530099,1634101109899,Comp.,United States,Ap #568-9171 Fusce  Av.,42846,Essex,nulla.Integer@etultrices.org,1942-07-06,,2014-01-15,76.0,Rural
8694598599,1669081022999,1692101166299,Female,United Kingdom,"Postfach 982, 5961 Gravida  Rd.",KJ4 2LH,Denbigh,Mauris@interdum.ca,1974-12-22, X,2016-03-30,43.0,Rural
73276427999,1670030321199,1649090139799,Female,United Kingdom,3797 Molestie  Av.,GE08 6FV,Torquay,id.risus@ultrices.ca,1946-01-22,,2014-01-26,72.0,Rural
96338712999,1671011715899,1674091902499,Female,Germany,215-8799 In  Avenue,6827,Limbach-Oberfrohna,risus.Nunc@egestaslacinia.edu,1980-07-06,,2015-08-16,38.0,Rural
99470078299,1672031232999,1674112880499,Male,Germany,475-4855 Donec  Av.,60025,Staßfurt,amet@turpis.edu,1946-08-31,,2013-07-29,71.0,Rural
66736159399,1672052972699,1686061524999,Comp.,United Kingdom,"2803 Scelerisque, St.",YZ7V 7UW,Caerphilly,dictum@sociisnatoquepenatibus.co.uk,1967-08-24, X,2013-07-17,50.0,Rural
91589091699,1673040253999,1651060962799,Female,Germany,498-156 Vel  Av.,96248,Hamburg,litora.torquent.per@lacinia.org,1986-01-15, X,2014-08-11,32.0,City
88367561299,1673040610699,1647050376199,Comp.,United Kingdom,Ap #160-9882 Massa.  St.,TV4 9UQ,Lancaster,malesuada.Integer@in.ca,1946-03-21,,2014-03-19,72.0,Rural
84237647199,1674112594599,1601112573399,Female,Germany,Ap #181-3931 Pellentesque St.,8112,Korbach,eget@interdumCurabiturdictum.net,1984-04-19,,2016-02-24,34.0,Rural
92644824299,1675101876999,1661101775099,Male,United Kingdom,"Ap #422-1952 Pede, St.",Q0 8PB,Tregaron,ipsum.dolor.sit@Aliquamnecenim.co.uk,1970-08-27,,2013-03-13,47.0,Rural
13930565999,1676093075899,1605070978599,Comp.,Germany,2971 Scelerisque  Straße,74725,Berlin,ullamcorper.viverra@nuncQuisque.org,1995-06-05, X,2013-06-27,23.0,City
25646559499,1679041978999,1691010859299,Male,United Kingdom,7862 Amet  Av.,GX7 1DS,Annan,ante@nonegestasa.com,1948-07-13, X,2014-05-10,70.0,Rural
72449987899,1679041978999,1691010859299,Male,United Kingdom,7862 Amet  Av.,GX7 1DS,Annan,ante@nonegestasa.com,1948-07-13, X,2014-05-10,70.0,Rural
71548768099,1681110262999,1634091255199,Male,Germany,8269 Turpis  Straße,81834,Ravensburg,In.ornare.sagittis@per.co.uk,1955-01-15,,2013-07-05,63.0,Rural
94365889499,1683073054699,1626021511699,Comp.,United Kingdom,Ap #364-9799 Tristique  St.,R9S 4XC,Scunthorpe,lacus.Ut.nec@ornareplaceratorci.net,1991-12-22,,2015-12-01,26.0,Rural
66588777799,1684051320999,1618091745499,Male,United Kingdom,Ap #260-4178 Rutrum.  St.,GK0 1OX,Llanelli,metus.Aenean.sed@feugiatplaceratvelit.co.uk,1995-04-11,,2013-11-09,23.0,Rural
26496615699,1685040880699,1610032874099,Female,United States,Ap #182-1796 Scelerisque  Rd.,56558,San Francisco,vel.convallis.in@aptenttaciti.edu,1979-09-01, X,2013-03-25,38.0,City
6871626099,1685052923299,1636112414399,Comp.,United Kingdom,673-288 Facilisis  Rd.,RF9Q 7PF,Guildford,accumsan.laoreet.ipsum@lectus.net,1949-11-13,,2014-02-01,68.0,Rural
79838582699,1688022838499,1678031066499,Female,Germany,"Postfach 854, 669 Fringilla  Rd.",61716,Itzehoe,nec.tempus@Suspendissenonleo.co.uk,1965-03-15,,2013-07-29,53.0,Rural
9502970899,1689120589199,1645042061999,Comp.,United States,"Postfach 537, 6807 Tincidunt  Avenue",73635,Cedar Rapids,a@velit.ca,1951-09-02, X,2013-07-05,66.0,Rural
47209937199,1690011532099,1692071669699,Male,United Kingdom,Ap #412-2077 Enim.  Rd.,CH4Z 1GQ,Eyemouth,convallis.dolor.Quisque@Phasellusfermentumconvallis.edu,2002-02-15,,2014-09-13,16.0,Rural
44311294199,1691081114599,1630021802499,Comp.,Germany,696-3779 Eget St.,55502,Wolfenbüttel,erat.neque@felisorci.org,1994-02-06,,2015-01-09,24.0,Rural
65664932099,1691111910899,1608100531899,Female,United States,Ap #374-7758 Tempor  Ave,41701,Carson City,luctus.lobortis@dictumultriciesligula.ca,1982-01-15,,2015-08-17,36.0,Rural
31274556699,1695121920899,1685042222699,Comp.,United Kingdom,9432 Nulla  Straße,FI2 8AJ,Elgin,varius@Suspendissealiquet.org,1949-05-05,,2015-05-29,69.0,Rural
85973721499,1696022459599,1611012637999,Female,United States,303-5547 Congue St.,31779,Cambridge,rutrum.justo@adipiscing.net,1949-08-01,,2014-07-25,68.0,Rural
11216669699,1696042362699,1689012844799,Female,United States,"6136 Ut,  Straße",42388,Fort Worth,Etiam@metusurna.edu,1944-04-02,,2015-10-14,74.0,Rural
16961933299,1698040467599,1669020718199,Female,Germany,"Postfach 965, 3738 Rhoncus.  Rd.",16175,Waren,hendrerit.a@facilisisnon.ca,1988-09-13,,2016-07-28,29.0,Rural
